|0000|009|0|01112015|30112015|ALVAMED COMERCIO DE MEDICAMENTOS LTDA - ME|08008124000125||PR|9037197960|4114807||000000000|A|1|
|0001|0|
|0005|ALVAMED|86990000|AV CRISTOVAO COLOMBO|||CENTRO|4432321426|4430154090|FARMACIABRASILMVA@HOTMAIL.COM|
|0100|HELCIAS ALVES RODRIGUES|17402174115|MT001745OO8|04652864000149|78800000|AVENIDA BRIGADEIRO EDUARDO GOMES 64|64||JARDIM CANDIDO|6634361457|6634361457|HELCIAS_CONTABILIDADE@HOTMAIL.COM|5107008|
|0150|000001|DIST. DE MED. SANTA CRUZ LTDA|01058|61940292000218||1019815095|4106902|000000000|RUA MAJOR VICENTE DE CASTRO 2009|||FANNY|
|0150|000002|DIST. FARM. PANARELLO LTDA|01058|01206820000954||9013445904|4106902|000000000|RUA HASDRUBAL BELLEGARD 1377|||CIDADE INDUSTRIAL|
|0150|000003|PROFARMA DIST. PROD. FARM. S.A|01058|45453214002286||9023224264|4106902|000000000|ESTRADA DELEGADO BRUNO DE ALMEIDA 2871|||CAMPO DE SANTANA|
|0150|000004|SERVIMED COMERCIAL LTDA|01058|44463156000770||9034717947|4111803|000000000|RUA PADRE MELLO 854|||CENTRO|
|0150|000005|D.CENTER DISTRIBUIDORA LTDA|01058|05651966001184||9054531491|4103701|000000000|RODOVIA CELSO GARCIA CID 2550-A|||JARDIM ANA ELIZA|
|0150|000006|EUROFRALIND.PROD.HIG.TERM.LTDA|01058|07125645000108||9032725381|4122404|000000000|AV. ODYR TEODORO GIORDANI 2701|||PQ INDUST. CONTORNO SUL|
|0150|000903|DP4 NEGOCIOS E DISTRIBUICAO LT|01058|04831217000102||9025105408|4106902|000000000|RODOVIA BR-116|||XAXIM|
|0150|000906|QUIMION DISTRIBUIDORA LTDA|01058|74093675000169||6012722964|4113700|000000000|RUA CATARINA DE BORA|||ROVERI|
|0150|000908|DIMEBRAS-DISTRIBUIDORA DE MEDI|01058|76472349000198||4100735798|4104808|000000000|RUA PRESIDENTE KENNEDY|||CENTRO|
|0150|000909|PONTUAL DISTRIBUIDORA LTDA|01058|11156969000172||9049500251|4101408|000000000|AVENIDA MINAS GERAIS|||VILA SAO MIGUEL|
|0150|000910|Nestle Brasil Ltda.|01058|60409075015699||9048227446|4115200|000000000|AVENIDA MELVIM JONES|||PARQUE INDUSTRIAL BANDEIRANTES|
|0150|000912|KARIMED COMERCIO DE MEDICAMENT|01058|07638784000127||9035408506|4104808|000000000|RUA SALGADO FILHO|||CANCELLI|
|0150|000915|PENIEL DISTRIB. DE MEDICAMENTO|01058|03325984000179||9019179300|4115200|000000000|R. PION. J. BATISTA DE CAMPOS|||PQ IND BANDEIRANTES|
|0150|000919|NDS Distribuidora de Medicamen|01058|11034934000160||9054801707|4127700|000000000|Avenida Egydio Geronymo Munaretto|||Cesar Park|
|0150|000926|ADIBE E CASTRO LTDA.|01058|05417144000161||9027157707|4125506|000000000|R. PEDRO TREVISAN|||COLONIA RIO GRANDE|
|0150|000928|LIMAFARMA DISTR FARMACEUTICA L|01058|01593010000140||204191104117|3505500|000000000|AV ANIZ JOSE ABDO 93|||SAO JUDAS TADEU|
|0150|000930|BECCHI E SANDRI LTDA|01058|12821372000168||9054062645|4104808|000000000|RUA VALDEMAR BONN|||COQUEIRAL|
|0150|000940|DISPAR DISTRIBUIDORA DE MEDICA|01058|19195971000162||9064750655|4125506|000000000|ALAMEDA ARPO|||OURO FINO|
|0150|000949|ANB FARMA LTDA|01058|73773129000106||1019708507|4119152|000000000|RUA ALCIDES JAZAR|||ATUBA|
|0150|000950|R.O PASQUINI E PASQUINI LTDA|01058|14033665000106||9056677507|4116901|000000000|AV. SANTOS DUMONT, 1837|||CENTRO|
|0150|000955|DIMED S/A DISTRIBUIDORA DE MED|01058|92665611014984||252059999|4216602|000000000|RODV BR 101 KM 207|||KOBRASOL|
|0150|000956|KLEY HERTZ DISTRIBUIDORA LTDA|01058|14408399000230||0963614517|4314902|000000000|AVENIDA DOS ESTADOS - DEPOSITO 17- LOJA|||SAO JOAO|
|0150|000957|Camilo Distribuidora Comercial|01058|77698017000270||7100076831|4114104|000000000|Rod Br 376, Km 160|||Pq Industrial l|
|0150|000958|V&amp;V COMERCIO DE MEDICAMENT|01058|22771751000144||9070103335|4125506|000000000|AV ROCHA POMBO|||AGUAS BELAS|
|0190|UN|UNIDADE DA NF-E|
|0190|CX|CAIXA|
|0190|TB|UNIDADE DA NF-E|
|0190|FR|UNIDADE DA NF-E|
|0190|PT|UNIDADE DA NF-E|
|0190|AM|AMPOLA|
|0190|CT|UNIDADE DA NF-E|
|0190|9F|UNIDADE DA NF-E|
|0190|ca|UNIDADE DA NF-E|
|0190|BL|UNIDADE DA NF-E|
|0190|Un|UNIDADE DA NF-E|
|0190|PE|UNIDADE DA NF-E|
|0190|VD|UNIDADE DA NF-E|
|0190|PC|UNIDADE DA NF-E|
|0190|FC|UNIDADE DA NF-E|
|0190|C/|UNIDADE DA NF-E|
|0190|BN|UNIDADE DA NF-E|
|0190|UD|UNIDADE DA NF-E|
|0200|000007|BIOFENAC CLR 75 mg 14 cpr|7896658000959||UN|00|30049037|||||
|0200|000015|CANDICORT 30 gr cre|7896658001116||UN|00|30049077|||||
|0200|000016|CANDICORT 30 gr pom|7896658001123||UN|00|30049077|||||
|0200|000025|CEFALIUM 12 cpr|7896658002205||UN|00|30044090|||||
|0200|000026|CEFALIV 12 cpr|7896658001079||UN|00|30044090|||||
|0200|000031|COLPISTATIN 40 gr cre + 10 apl|7896658000805||UN|00|30049069|||||
|0200|000032|COMBIRON 120 ml + dos|7896658007255||UN|00|30045090|||||
|0200|000033|COMBIRON 30 ml|7896658007286||UN|00|30045090|||||
|0200|000036|DECONGEX PLUS 12 cpr|7896658001901||UN|00|30049099|||||
|0200|000037|DECONGEX PLUS 20 ml|7896658001925||UN|00|30049099|||||
|0200|000038|DECONGEX PLUS 120 ml xpe|7896658001918||UN|00|30049099|||||
|0200|000048|DIGEPLUS 30 caps|7896658008023||UN|00|30049041|||||
|0200|000049|DORILAX 12 cpr|7896658002229||UN|00|30049099|||||
|0200|000080|DEPAKENE 500 mg 50 cpr|7891158000898||UN|00|30049099|||||
|0200|000081|DEPAKENE 100 ml|7891158000966||UN|00|30049099|||||
|0200|000124|MAGNOPYROL   20 ml|7897322701493||UN|00|30049099|||||
|0200|000180|BENALET 12 past men|7891268402018||UN|00|30049099|||||
|0200|000199|MIONEVRIX 20 cpr|7896658001512||UN|00|30049099|||||
|0200|000203|MYLANTA PLUS 240 ml mor|7891268404036||UN|00|30049099|||||
|0200|000209|NOVACORT 30 gr cre|7896658000560||UN|00|30049079|||||
|0200|000240|SORINE 30 ml sol nas adu|7896658000652||UN|00|30049099|||||
|0200|000252|VERTIX 50 cpr|7896658000713||UN|00|30049062|||||
|0200|000253|VERTIZINE D 20 cpr|7896658002700||UN|00|30049069|||||
|0200|000271|GRACIAL 22 cpr|7897572000896||UN|00|30066000|||||
|0200|000278|MICRODIOL 21 cpr|7897572000230||UN|00|30066000|||||
|0200|000307|CERUMIN 8 ml col|7896548140284||UN|00|30049099|||||
|0200|000310|CLARIL 15 ml col|7896548113479||UN|00|30049069|||||
|0200|000324|MAXIDEX 5 ml col|7896548111727||UN|00|30043210|||||
|0200|000326|MAXITROL 5 ml col|7896548111987||UN|00|30042079|||||
|0200|000330|PATANOL 5 ml sol oft|7896548115251||UN|00|30049059|||||
|0200|000336|TOBREX 5 ml col|7896548112717||UN|00|30042069|||||
|0200|000362|AZULFIN 500 mg 60 cpr|7896637022729||UN|00|30049079|||||
|0200|000363|DESTILBENOL 1 mg 50 cpr|7896637022033||UN|00|30033990|||||
|0200|000364|DONAREN   50 mg 60 cpr|7896637022767||UN|00|30049069|||||
|0200|000388|RETEMIC 5 mg 30 cpr|7896637022552||UN|00|30049039|||||
|0200|000389|RETEMIC 5 mg 60 cpr|7896637022569||UN|00|30049039|||||
|0200|000471|FLOGO-ROSA 10 env 9,4 gr|7896658005336||UN|00|30049099|||||
|0200|000473|FLOGORAL 150 ml men|7896658006760||UN|00|30049099|||||
|0200|000659|LUFTAL 20 cpr|7896016801501||UN|00|30049099|||||
|0200|000688|OMCILON-A 10 gr obobase|7896016801587||UN|00|30043290|||||
|0200|001009|APRESOLINA 50 mg 20 drg|7896261000223||UN|00|30049069|||||
|0200|001029|CATAFLAM 50 mg 20 drg|7896261013483||UN|00|30049037|||||
|0200|001031|CATAFLAM 20 ml gts|7896261000391||UN|00|30049037|||||
|0200|001035|CATAFLAM D 50 mg 20 cpr|7896261000445||UN|00|30049037|||||
|0200|001085|HIGROTON 12,5 mg 42 cpr|7896261000506||UN|00|30049076|||||
|0200|001086|HIGROTON 25 mg 42 cpr|7896261000285||UN|00|30049076|||||
|0200|001168|OTRIVINA 10 gr gel|7896261000704||UN|00|30049069|||||
|0200|001216|TOFRANIL 25 mg 20 drg|7896261000254||UN|00|30049069|||||
|0200|001282|HELMIBEN 30 ml|7891317004866||UN|00|30049063|||||
|0200|001310|VODOL 28 gr cre|7896006292005||UN|00|30049066|||||
|0200|001331|ANGIPRESS CD 25/12,5 mg 28 cpr|7896181916062||UN|00|30049042|||||
|0200|001400|ANADOR 500 mg   20 ml|7896026300889||UN|00|30049069|||||
|0200|001413|ATROVENT 0,025% 20 ml|7896026300216||UN|00|30044090|||||
|0200|001424|BUSCOPAN 20 drg|7896026300308||UN|00|30044090|||||
|0200|001425|BUSCOPAN 20 ml|7896026300315||UN|00|30044090|||||
|0200|001428|BUSCOPAN COMPOSTO 20 cpr|7896026301428||UN|00|30044090|||||
|0200|001429|BUSCOPAN COMPOSTO 20 ml|7896026300117||UN|00|30044090|||||
|0200|001432|BUSCODUO 20 cpr|7795304000056||UN|00|30044090|||||
|0200|001434|PHARMATON   30 caps|7610939001257||UN|00|30045090|||||
|0200|001438|CARDIZEM 60 mg 50 cpr|7896026301855||UN|00|30049079|||||
|0200|001447|EFORTIL 7,5 mg 20 ml|7896026300414||UN|00|30049039|||||
|0200|001465|MUCOSOLVAN   50 ml gts|7896026300520||UN|00|30049039|||||
